Datetime,Forecasted_AEP_MW
2018-08-07 23:00:00,15706.37052500248
2018-08-08 00:00:00,15071.245829105377
2018-08-08 01:00:00,14266.042199611664
2018-08-08 02:00:00,13394.128698408604
2018-08-08 03:00:00,12574.42054259777
2018-08-08 04:00:00,12010.415953069925
2018-08-08 05:00:00,11857.556071996689
2018-08-08 06:00:00,12052.470339119434
2018-08-08 07:00:00,12454.893986821175
2018-08-08 08:00:00,13052.107040643692
2018-08-08 09:00:00,13843.574999451637
2018-08-08 10:00:00,14774.986208796501
2018-08-08 11:00:00,15778.501285135746
2018-08-08 12:00:00,16769.853939414028
2018-08-08 13:00:00,17635.335658311848
2018-08-08 14:00:00,18386.603176832203
2018-08-08 15:00:00,19037.388323783878
2018-08-08 16:00:00,19565.73861408234
2018-08-08 17:00:00,19905.318278789524
2018-08-08 18:00:00,19954.868887186054
2018-08-08 19:00:00,19932.97499072552
2018-08-08 20:00:00,19754.64946818352
2018-08-08 21:00:00,19491.901580333713
2018-08-08 22:00:00,18996.543408632282
2018-08-08 23:00:00,18298.50893759728
2018-08-09 00:00:00,17388.788005232815
2018-08-09 01:00:00,16348.02881294489
2018-08-09 02:00:00,15223.352942407131
2018-08-09 03:00:00,14196.699201464653
2018-08-09 04:00:00,13456.275380730629
2018-08-09 05:00:00,13209.02322345972
2018-08-09 06:00:00,13367.84737843275
2018-08-09 07:00:00,13810.983396530151
2018-08-09 08:00:00,14443.190186858177
2018-08-09 09:00:00,15270.711759984493
2018-08-09 10:00:00,16209.810084939005
2018-08-09 11:00:00,17110.3873500824
2018-08-09 12:00:00,17980.001968145374
2018-08-09 13:00:00,18738.706400036815
2018-08-09 14:00:00,19329.543859004978
2018-08-09 15:00:00,19853.057226181034
2018-08-09 16:00:00,20335.660366296772
2018-08-09 17:00:00,20574.360985636715
2018-08-09 18:00:00,20598.896172523502
2018-08-09 19:00:00,20494.136831402782
2018-08-09 20:00:00,20291.323184967045
2018-08-09 21:00:00,19974.969587564472
2018-08-09 22:00:00,19424.715796113018
2018-08-09 23:00:00,18606.74080705643
2018-08-10 00:00:00,17561.079859972004
2018-08-10 01:00:00,16379.130247831346
2018-08-10 02:00:00,15123.511684060097
2018-08-10 03:00:00,14019.339430749416
2018-08-10 04:00:00,13259.832286685705
2018-08-10 05:00:00,13016.180688500404
2018-08-10 06:00:00,13187.13629040122
2018-08-10 07:00:00,13657.506173849106
2018-08-10 08:00:00,14380.831721067429
2018-08-10 09:00:00,15256.370513439178
2018-08-10 10:00:00,16171.98776650429
2018-08-10 11:00:00,17019.77187907696
2018-08-10 12:00:00,17738.52559268475
2018-08-10 13:00:00,18358.083003044132
2018-08-10 14:00:00,18878.341339945797
2018-08-10 15:00:00,19338.107402801517
2018-08-10 16:00:00,19739.10139203072
2018-08-10 17:00:00,19960.00643718243
2018-08-10 18:00:00,19960.620177030567
2018-08-10 19:00:00,19894.82995462418
2018-08-10 20:00:00,19756.11322331429
2018-08-10 21:00:00,19453.682588100437
2018-08-10 22:00:00,18876.40791535378
2018-08-10 23:00:00,18088.312164068226
2018-08-11 00:00:00,17089.634010851387
2018-08-11 01:00:00,15885.607052624226
2018-08-11 02:00:00,14670.878065824509
